oracle_calls,scaffold,smiles,reward,penalized_reward,agentic_mbh_catalyst_score_raw_values,agentic_mbh_catalyst_score_reward,mw_raw_values,mw_reward
15,c1ccc(OCCN[C@@H]2CC[NH2+]C2)cc1,c1c(OCCN[C@H]2C[NH2+]CC2)ccc(F)c1,0.10533608,0.10533607751131058,0.0,0.011095689,225.28699999999998,1.0
15,O=S(=O)(Cc1ccccc1)Nc1ccccc1,c1c(NS(Cc2ccccc2)(=O)=O)c(CC)ccc1OC,0.10533608,0.10533607751131058,0.0,0.011095689,305.39900000000006,1.0
15,c1ccc(CCn2ccc3ccccc32)cc1,n1(C[C@H](c2ccc(Cl)cc2)NC(=O)CC(C)C)c(C#N)cc2c1cccc2,0.10533608,0.10533607751131058,0.0,0.011095689,379.89100000000013,1.0
15,c1ccccc1,c1cc(F)ccc1OCC[NH2+]C(=O)N,0.10533608,0.10533607751131058,0.0,0.011095689,199.20499999999996,1.0
15,c1ncc(C[NH2+]C2CCN(c3cc[nH+]cc3)CC2)[nH]1,c1c(N2CCC([NH2+]Cc3cncn3CC)CC2)cc[nH+]c1,0.10533608,0.10533607751131058,0.0,0.011095689,287.411,1.0
15,O=C(CSC1=[NH+]CCN1)Nc1ccccc1,c1cc(F)cc(NC(CSC2=[NH+]CCN2)=O)c1,0.10533608,0.10533607751131058,0.0,0.011095689,254.30999999999997,1.0
15,O=S(=O)([N-]c1ncn[nH]1)c1ccccc1,c1cc(OC)cc(Br)c1S([N-]c1n(C)ncn1)(=O)=O,0.10533608,0.10533607751131058,0.0,0.011095689,346.1860000000001,1.0
15,O=C(NCC1CCN(c2ccccc2)CC1)N1CC[NH2+]CC1,c1c(N2CCC(CNC(=O)N3CC[NH2+]CC3)CC2)c(C)ccc1C([O-])=O,0.10533608,0.10533607751131058,0.0,0.011095689,360.4580000000001,1.0
15,C1CCOCC1,C(=O)([C@@H]([C@H](O)[C@@H]1OCC[C@@H](C)C1)CC)[O-],0.10533608,0.10533607751131058,0.0,0.011095689,215.26899999999995,1.0
15,c1cncc(-n2ccnc2)c1,c1(SC)n(-c2cccnc2)c(C[NH2+]C)cn1,0.10533608,0.10533607751131058,0.0,0.011095689,235.33599999999996,1.0
15,O=C(NCCc1ccccc1)c1c[nH]nn1,N(C[C@@H]([NH+](C)C)c1ccc(OC)cc1)C(=O)c1cn(C)nn1,0.10533608,0.10533607751131058,0.0,0.011095689,304.374,1.0
