oracle_calls,scaffold,smiles,reward,penalized_reward,agentic_mbh_catalyst_score_raw_values,agentic_mbh_catalyst_score_reward,mw_raw_values,mw_reward
15,c1ccc(OCCN[C@@H]2CC[NH2+]C2)cc1,c1c(OCCN[C@H]2C[NH2+]CC2)ccc(F)c1,0.10533608,0.10533607751131058,0.0,0.011095689,225.28699999999998,1.0
15,O=C(NCCn1cc[nH+]c1)C(=O)Nc1ccnc(OC2CCCC2)c1,c1c(NC(C(N[C@@H](C)Cn2c[nH+]cc2)=O)=O)cc(OC2CCCC2)nc1,0.10533608,0.10533607751131058,0.0,0.011095689,358.4220000000002,1.0
15,O=C(c1c[nH]cn1)N1CCC[C@H]2CCCC[C@H]21,n1(C)cc(C(N2[C@@H](C([O-])=O)CC[C@H]3CCCC[C@@H]23)=O)nc1,0.10533608,0.10533607751131058,0.0,0.011095689,290.34299999999996,1.0
15,O=S(=O)(NC1CCCC1)c1ccccc1,c1c(C(=O)[O-])ccc(S(N[C@@H]2CCCC2(C)C)(=O)=O)c1,0.10533608,0.10533607751131058,0.0,0.011095689,296.368,1.0
15,O=C(CSC1=[NH+]CCN1)Nc1ccccc1,c1cc(F)cc(NC(CSC2=[NH+]CCN2)=O)c1,0.10533608,0.10533607751131058,0.0,0.011095689,254.30999999999997,1.0
15,O=S(=O)([N-]c1ncn[nH]1)c1ccccc1,c1cc(OC)cc(Br)c1S([N-]c1ncnn1C)(=O)=O,0.10533608,0.10533607751131058,0.0,0.011095689,346.1860000000001,1.0
15,O=C(NCC1CCN(c2cc[nH+]cc2)CC1)N1CCOCC1,c1c(N2CCC(CNC(=O)N3CCOC(C)(C)C3)CC2)cc[nH+]c1,0.10533608,0.10533607751131058,0.0,0.011095689,333.456,1.0
15,C1CCOCC1,C(=O)([C@@H]([C@H](O)[C@@H]1OCC[C@@H](C)C1)CC)[O-],0.10533608,0.10533607751131058,0.0,0.011095689,215.26899999999995,1.0
15,O=C(NCc1nc2ccccc2[n-]1)c1cnn(-c2cccnc2)c1,c1([C@@H](NC(=O)c2cnn(-c3cnccc3)c2C)C)[n-]c2c(cccc2)n1,0.10533608,0.10533607751131058,0.0,0.011095689,345.3860000000001,1.0
15,C(N[C@@H]1CCOc2ccccc21)=[NH+]Cc1cccc(-c2cccs2)c1,c1cc([N+](=O)[O-])c(-c2cccs2)cc1C/[NH+]=C(/N)N[C@@H]1CCOc2ccccc21,0.00044650183,0.00044650182826444507,0.0,0.011095689,409.49100000000016,1.7967688e-05
15,O=C(Nc1ccccc1)C(=O)Nc1cccnc1,O=C(C(Nc1cccnc1C)=O)Nc1ccc(Br)cc1C(F)(F)F,0.029034778,0.029034778475761414,0.0,0.011095689,402.17,0.0759771
15,O=C(NCCC[NH+]1CCCCC1)C1=NN=C(c2cccs2)C1,c1(Cl)ccc(C2=NN=C(C(NCCC[NH+]3CCC(C)CC3)=O)C2)s1,0.10533608,0.10533607751131058,0.0,0.011095689,367.92600000000016,1.0
15,c1ccc2cnccc2c1,O=C(c1c2ccccc2c(SC)nc1)[O-],0.10533608,0.10533607751131058,0.0,0.011095689,218.25699999999998,1.0
15,O=C(NCCc1ccsc1)N1CCOCC1,C1N(C(=O)NC[C@H](c2cscc2)[NH+](C)C)CCO[C@@H]1C,0.10533608,0.10533607751131058,0.0,0.011095689,298.432,1.0
15,c1cncc(-c2ccc(C[NH+]3CCCCC3)s2)c1,c1ccc(-c2ccc(C[NH+]3CCC[C@@H](NC(=O)C)C3)s2)cn1,0.10533608,0.10533607751131058,0.0,0.011095689,316.45,1.0
30,O=C(Nc1cn[nH]c1)C(=O)N[C@H]1CCOc2ccccc21,C([C@H](n1ncc(NC(C(N[C@H]2CCOc3ccccc32)=O)=O)c1)C)#N,0.10533608,0.10533607751131058,0.0,0.011095689,339.3550000000001,1.0
30,O=C(C[NH+]1CCSCC1)Nc1ccc(-c2cccnc2)cc1,CC1(C)C[NH+](CC(Nc2ccc(-c3cnccc3)cc2)=O)CCS1,0.10533608,0.10533607751131058,0.0,0.011095689,342.4880000000001,1.0
30,O=C(NCCn1cc[nH+]c1)C(=O)Nc1ccccc1,c1(Cl)ccc(F)c(NC(C(N[C@@H](C)Cn2c[nH+]cc2)=O)=O)c1,0.10533608,0.10533607751131058,0.0,0.011095689,325.7510000000001,1.0
30,O=C1N[C@H](CN2CC[NH2+]CC2)C(=O)N1C1CC1,O=C1N[C@H](CN2CC[NH2+]CC2)C(=O)N1C1CC1,0.10533608,0.10533607751131058,0.0,0.011095689,239.29899999999998,1.0
30,O=C(Nc1ccccc1)[C@H]1C=C(c2cccnc2)N=N1,c1ccc(OC)c(NC(=O)[C@@H]2N=NC(c3cccnc3)=C2)c1Cl,0.10533608,0.10533607751131058,0.0,0.011095689,328.759,1.0
30,O=C(C[NH+]1CCCNCC1)NCc1ccccc1,C1N(C(=O)C)CCC[NH+](CC(=O)N[C@H](c2ccc(OC)cc2)C)C1,0.10533608,0.10533607751131058,0.0,0.011095689,334.4400000000001,1.0
30,O=C(NCc1nnc[nH]1)NC[C@@H]1C[NH+]2CCN1CC2,O=C(N[C@H](c1nncn1C)C)NC[C@H]1N2CC[NH+](CC2)C1,0.10533608,0.10533607751131058,0.0,0.011095689,294.38300000000015,1.0
30,O=S(=O)([N-]c1cccnc1)c1ccccc1,[O-]C(c1ccc(S([N-]c2cccnc2C)(=O)=O)cc1)=O,0.10533608,0.10533607751131058,0.0,0.011095689,290.3,1.0
30,O=C(COc1ccccc1)Nc1ccccc1-n1ccnc1,c1ccccc1OCC(=O)Nc1c(-n2cncc2)cccc1,0.10533608,0.10533607751131058,0.0,0.011095689,293.326,1.0
